Window,ExpID,Case,Algo,timeslot sec,timeslot mil,IAT,IPG Avg,IPG Avg GT100,IAT GT100,Throughput,Total Packets,Total Packet GT100,10p Length,20p Length,30p Length,40p Length,50p Length,60p Length,70p Length,80p Length,90p Length,Single EMA,CUSUM,Double EMA,P1203,P1203C,P1203N
5,10,Driving-7,elastic,170,170000,4.612063885,0.0125327823,0.01036529866,3.088859,2672908.8,369,299,52,1500,2948,4396,5844,5844,5844,5844,8740,3.525371271,931.7891829,1597.751714,2.8785,Average,2
5,10,Driving-7,elastic,175,175000,4.73489213,0.01583575963,0.01072133047,2.49807,2346606.4,300,234,52,52,2948,4396,5844,5844,7292,8740,8740,2.737255941,604.8484426,1044.31029,2.961333333,Average,2
5,10,Driving-7,elastic,180,180000,4.728971958,0.01084626596,0.01323997472,4.713431,3193940.8,437,357,52,1500,2948,2948,4396,4396,5844,8740,8740,4.78287167,952.973645,1891.795854,2.988,Average,2
5,10,Driving-7,elastic,185,185000,4.951458931,0.01138266421,0.01261085955,4.489466,2953091.2,436,357,52,1500,2948,4396,4396,4396,4396,7292,8740,4.45901273,1240.849676,2172.414078,3.041,Good,3
5,10,Driving-7,elastic,190,190000,4.352027178,0.01783617696,0.01374709659,2.419489,1751201.6,245,177,52,52,1500,2948,5844,5844,7292,7292,7292,2.403997231,465.2425287,757.0503745,3.0975,Good,3
5,10,Driving-7,elastic,195,195000,4.860235929,0.0168758192,0.0151261256,3.131108,956168,289,208,52,52,1500,2948,2948,2948,2948,2948,2948,2.680114914,523.5188363,931.5640276,3.096333333,Good,3
5,10,Driving-7,elastic,200,200000,4.771809101,0.01686151626,0.01989106404,4.037886,1537353.6,284,204,52,52,1260,2948,2948,2948,4396,5844,7292,3.224399573,687.7476161,1079.900381,3.069,Good,3
5,10,Driving-7,elastic,205,205000,4.941807985,0.02422454895,0.03332321667,3.998786,802283.2,205,121,52,52,52,60,2948,2948,2948,3401.5,7292,3.026948193,534.0529613,735.7724624,3.03,Good,3
5,10,Driving-7,elastic,210,210000,4.778506994,0.02778201741,0.04338117391,3.991068,580929.6,173,93,52,52,52,52,2348,2948,2948,2948,5844,3.300997508,415.3362498,558.260041,2.999333333,Average,2
5,10,Driving-7,elastic,215,215000,4.867872,0.02914893413,0.05166753333,3.875065,353484.8,168,76,52,52,52,52,52,1603,2948,2948,2948,2.665456406,427.6920848,562.0251739,2.9285,Average,2
5,10,Driving-7,elastic,220,220000,4.607942104,0.02464140163,0.02200609615,2.288634,518072,188,105,52,52,52,52,2948,2948,2948,2948,2948,2.671022773,479.1379375,648.2565693,2.87,Average,2
5,11,Driving-7,elastic,0,0,4.065108061,0.008330139469,0.008958803532,4.058338,2705892.8,489,454,1260,2948,2948,2948,2948,2948,2948,5844,5844,3.840414992,1178.197209,2354.709795,2.33525,Average,2
5,11,Driving-7,elastic,5,5000,4.376809835,0.007456234813,0.00768247619,4.355964,4734240,588,568,1500,2948,3379,4396,4396,5844,5844,7292,10188,5.045014093,1298.215766,3005.236254,3.3882,Good,3
5,11,Driving-7,elastic,10,10000,4.770930052,0.007695048471,0.007846924342,4.77093,5851220.8,621,609,1500,2948,4396,4396,4396,7292,8740,8740,8740,4.363080703,1690.893795,3592.884958,3.809,Good,3
5,11,Driving-7,elastic,15,15000,4.447387934,0.006092312238,0.006175984241,4.310837,5264022.4,731,699,1500,2948,4396,4396,4396,4396,5844,5844,5844,6.140564662,1760.835255,4404.233298,4.0115,Excellent,4
5,11,Driving-7,elastic,20,20000,3.591961861,0.004396526145,0.004359917189,3.474854,6636094.4,818,798,1500,4170,4396,4396,4396,5844,5844,5844,5844,4.881746607,1458.392024,4777.296887,4.144333333,Excellent,4
5,11,Driving-7,elastic,25,25000,4.985450983,0.005176999982,0.005257812301,4.958117,7206852.8,964,944,1500,4396,4396,4396,4396,5844,5844,5844,5844,7.43148131,2665.397103,7271.035818,4.22,Excellent,4
5,11,Driving-7,elastic,30,30000,4.998239994,0.006800326523,0.007140342857,4.99824,5073737.6,736,701,1500,2948,2948,2948,4396,4396,4396,7292,8740,4.29557943,2061.453229,4738.303324,4.2695,Excellent,4
5,11,Driving-7,elastic,35,35000,4.480463982,0.007044754688,0.007321019608,4.480464,6374232,637,613,1500,4396,5844,5844,7292,7292,7292,8740,8740,4.275353689,1396.126408,3401.488021,4.312666667,Excellent,4
5,11,Driving-7,elastic,40,40000,4.372019053,0.006149112591,0.005727572052,3.934842,5666838.4,712,688,1500,2948,2948,2948,4396,4396,5844,7292,7292,5.293803953,1178.102942,3690.501826,4.355666667,Excellent,4
5,11,Driving-7,elastic,45,45000,4.977891207,0.00843710374,0.008473392727,4.660366,4230726.4,591,551,1500,2948,2948,4396,4396,4396,5844,5844,7292,4.267134793,1492.703043,3215.326391,4.389333333,Excellent,4
5,11,Driving-7,elastic,50,50000,4.653058052,0.01151747043,0.01257583243,4.653058,3952136,405,371,1500,2948,5844,5844,7292,7292,7292,8740,8740,4.128267924,999.6885228,1803.769745,4.412666667,Excellent,4
5,11,Driving-7,elastic,55,55000,4.246027946,0.009738596208,0.008678374384,3.52342,2930977.6,437,407,1500,2948,4396,4396,4396,4396,4396,4396,7292,4.532665474,752.6755075,1693.519449,4.4415,Excellent,4
5,11,Driving-7,elastic,60,60000,4.431456804,0.01322822927,0.01452013131,4.312479,2070193.6,336,298,52,1978,2948,2948,2948,2948,4396,7292,7292,3.586099818,762.2896047,1314.116967,4.466,Excellent,4
5,11,Driving-7,elastic,65,65000,4.671848059,0.03014095522,0.02160677311,2.571206,530249.6,156,120,52,52,1500,1978,2948,2948,2948,2948,2948,3.005890871,487.2344525,601.7177362,4.335,Excellent,4
5,11,Driving-7,elastic,70,70000,4.603277922,0.04697222369,0.06198245714,4.338772,279844.8,99,71,52,52,1223,1500,1603,2948,2948,2948,2948,18.00392455,245.8893714,291.2174964,3.931,Good,3
5,11,Driving-7,elastic,75,75000,4.780220032,0.05690738133,0.1213492051,4.732619,174491.2,85,40,52,52,52,52,60,2024.5,2948,2948,2948,3.824782976,198.6106195,231.5182821,3.518,Good,3
5,11,Driving-7,elastic,80,80000,3.584145069,0.08335221091,0.119686,1.555918,58332.8,44,14,52,52,52,52,52,52,101,2948,2948,0.8361377339,97.11156201,105.1704795,3.281,Good,3
5,11,Driving-7,elastic,85,85000,4.522091866,0.0706576854,0.102695,3.08085,119736,65,31,52,52,52,52,60,1500,2446,2948,2948,1.010110202,119.813447,138.7754155,2.97,Average,2
5,11,Driving-7,elastic,90,90000,4.787222147,0.05699073985,0.1427033226,4.423803,134126.4,85,32,52,52,52,52,52,56,1603,2948,2948,1.57841776,190.3464739,223.3042222,2.77,Average,2
5,11,Driving-7,elastic,95,95000,4.699227095,0.05528502464,0.07957291837,3.899073,201995.2,86,50,52,52,52,60,1500,2446,2948,2948,2948,1.547185366,202.2693512,235.946758,2.693,Average,2
5,11,Driving-7,elastic,100,100000,4.757333994,0.06700470414,0.1333442,4.667047,161220.8,72,36,52,52,52,52,373,2948,2948,2948,2948,1.336744018,154.615242,177.9200502,2.646,Average,2
5,11,Driving-7,elastic,105,105000,4.816687107,0.03254518316,0.04099784848,4.058787,393720,149,100,52,52,52,1500,1500,2948,2948,2948,2948,2.569014971,327.1243086,432.6395585,2.5905,Average,2
5,11,Driving-7,elastic,110,110000,4.756424904,0.03149950267,0.04234293069,4.276636,471800,152,102,52,52,52,1603,2948,2948,2948,2948,2948,2.09935402,309.6849594,419.8383874,2.528333333,Average,2
5,11,Driving-7,elastic,115,115000,4.900273085,0.0350019506,0.03079348387,2.863794,634609.6,141,94,52,52,52,1603,2948,2948,2948,2948,5844,2.454710722,335.6014781,429.5509821,2.4965,Average,2
5,11,Driving-7,elastic,120,120000,4.975815058,0.01764473425,0.02325121963,4.975761,1214832,283,215,52,52,2948,2948,2948,2948,2948,2948,4396,3.375639624,681.3345172,1070.731324,2.557666667,Average,2
5,11,Driving-7,elastic,125,125000,4.768801212,0.02360792679,0.03179200667,4.768801,943548.8,203,151,52,52,1500,2948,2948,2948,2948,4396,5844,3.939233954,637.4410443,834.0903982,2.611666667,Average,2
5,11,Driving-7,elastic,130,130000,4.868775845,0.02071819508,0.02056362431,3.722016,1171318.4,236,182,52,52,2948,2948,2948,2948,2948,4396,7292,3.434114198,678.2028978,946.3716487,2.684333333,Average,2
5,11,Driving-7,elastic,135,135000,4.608053923,0.02375285527,0.02573710484,3.191401,619628.8,195,125,52,52,52,1500,2948,2948,2948,2948,4396,3.299152803,538.9516549,720.7794154,2.680333333,Average,2
5,11,Driving-7,elastic,140,140000,4.752044916,0.01908451774,0.02009804301,3.738236,1542212.8,250,187,52,52,1500,2948,2948,3672,5844,7292,8740,3.234950788,651.6867735,953.9299901,2.661333333,Average,2
5,11,Driving-7,elastic,145,145000,4.736143112,0.01697542334,0.01164459556,2.620034,1751420.8,280,226,52,1380,2948,2948,4396,4396,5844,5844,7292,3.293646107,682.1793654,1063.177842,2.699333333,Average,2
5,11,Driving-7,elastic,150,150000,4.867847919,0.01322784761,0.01405988699,4.105487,1986700.8,369,293,52,60,2446,2948,2948,4396,4396,4396,7292,3.620653883,892.1602829,1558.518912,2.72,Average,2
5,11,Driving-7,elastic,155,155000,4.864125967,0.01600041437,0.01622022881,3.827974,1950179.2,305,237,52,52,1500,2948,2948,4396,5844,6899,8740,3.608517414,848.3275781,1300.404427,2.749,Average,2
5,11,Driving-7,elastic,160,160000,4.096496105,0.01304616594,0.01022258915,2.637428,2035801.6,315,259,52,1500,2948,2948,4396,5678,5844,5844,7292,3.013816326,737.9473028,1221.978386,2.794,Average,2
5,11,Driving-7,elastic,165,165000,4.867939949,0.009894186888,0.01040748551,4.308699,4564883.2,493,415,52,1500,2948,2948,5844,5844,5844,8740,16458,4.060346891,1231.810504,2427.352473,2.8395,Average,2
5,11,Driving-7,elastic,170,170000,4.764726162,0.01764713393,0.0180821791,3.634518,1817166.4,271,202,52,52,1500,2948,4396,5844,7292,7292,7292,3.242161134,661.4842329,1018.019415,2.884,Average,2
5,11,Driving-7,elastic,175,175000,4.44993782,0.01508453498,0.01788119742,4.166319,2092617.6,296,234,52,52,2948,4396,5844,5844,7292,7292,7292,3.057875269,631.6812229,1059.016649,2.903,Average,2
5,11,Driving-7,elastic,180,180000,4.608387947,0.01786196879,0.02331337647,3.963274,1518771.2,259,171,52,52,52,1603,2948,4396,5844,7292,7959,3.246213539,659.051146,983.9906573,2.893666667,Average,2
5,11,Driving-7,elastic,185,185000,4.867615938,0.01113870924,0.007081857534,2.584878,2308296,438,366,52,1500,2948,4396,4396,4396,4396,4396,4396,3.621535258,1149.585429,2090.750112,2.935,Average,2
5,11,Driving-7,elastic,190,190000,4.794856071,0.01625374939,0.01958628378,4.348155,1513699.2,296,223,52,52,1603,2948,2948,2948,4396,4396,7292,3.347715916,711.8185799,1138.350616,2.947666667,Average,2
5,11,Driving-7,elastic,195,195000,4.926062107,0.02018877913,0.02797155844,4.30762,871772.8,245,155,52,52,52,2024.5,2948,2948,2948,2948,4396,3.384482447,577.5148656,868.2081836,2.9295,Average,2
5,11,Driving-7,elastic,200,200000,4.607882977,0.02363016911,0.018759776,2.344972,897782.4,196,126,52,52,52,1603,2948,2948,4396,5844,5844,2.337632891,411.656357,596.6900078,2.874666667,Average,2
5,11,Driving-7,elastic,205,205000,4.608025789,0.01977693472,0.02746440397,4.147125,959824,234,152,52,52,52,1500,2948,2948,2948,4396,5844,2.883170253,517.3954341,782.5014959,2.84,Average,2
5,11,Driving-7,elastic,210,210000,4.480481863,0.0269908546,0.02756097436,2.149756,425302.4,167,79,52,52,52,52,52,2948,2948,2948,2948,2.351199625,325.9807396,459.6772967,2.814666667,Average,2
5,11,Driving-7,elastic,215,215000,4.863687992,0.03117748713,0.0550381,3.852667,327395.2,157,71,52,52,52,52,52,2057,2948,2948,2948,2.328689474,356.110883,473.4499705,2.7565,Average,2
5,11,Driving-7,elastic,220,220000,4.612031937,0.02591029178,0.02474396809,2.325933,517323.2,179,95,52,52,52,52,1603,2948,2948,2948,2948,2.334719016,390.2539313,543.8814433,2.721,Average,2
